,Title,Artist,Streams,Date
63058,SOS (feat. Aloe Blacc),Avicii,1131470,2019-08-13
63059,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,1129338,2019-08-13
63060,Verte Ir,DJ Luian,1125678,2019-08-13
63061,when the party's over,Billie Eilish,1093869,2019-08-13
63062,Dancing With A Stranger (with Normani),Sam Smith,1091130,2019-08-13
63063,3 Nights,Dominic Fike,1067676,2019-08-13
63064,Without Me,Halsey,1065147,2019-08-13
63065,Antisocial (with Travis Scott),Ed Sheeran,1060545,2019-08-13
63066,Good As Hell,Lizzo,1049056,2019-08-13
63067,Don't Call Me Up,Mabel,1041900,2019-08-13
63068,Si Se Da - Remix,Myke Towers,1029693,2019-08-13
63069,Bohemian Rhapsody - Remastered 2011,Queen,1023430,2019-08-13
63070,Tal Vez,Paulo Londra,1016118,2019-08-13
63071,Sweet but Psycho,Ava Max,1011201,2019-08-13
63072,"thank u, next",Ariana Grande,1004945,2019-08-13
63073,rockstar (feat. 21 Savage),Post Malone,996520,2019-08-13
63074,Pop Out (feat. Lil Tjay),Polo G,995886,2019-08-13
63075,Hate Me (with Juice WRLD),Ellie Goulding,992507,2019-08-13
63076,Mad Love,Mabel,988935,2019-08-13
63077,Call You Mine,The Chainsmokers,987095,2019-08-13
63078,Eastside (with Halsey & Khalid),benny blanco,985659,2019-08-13
63079,Runaway,Sebastian Yatra,984624,2019-08-13
63080,Time - Edit,NF,969514,2019-08-13
63081,Pa Mí - Remix,Dalex,969324,2019-08-13
63082,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,961757,2019-08-13
63083,Shape of You,Ed Sheeran,951982,2019-08-13
63084,Believer,Imagine Dragons,942546,2019-08-13
63085,Better Now,Post Malone,940990,2019-08-13
63086,bury a friend,Billie Eilish,930774,2019-08-13
63087,All Around The World (La La La),R3HAB,928335,2019-08-13
63088,Cuaderno,Dalex,926730,2019-08-13
63089,Bellacoso,Residente,924858,2019-08-13
63090,Love Me,Lil Tecca,923334,2019-08-13
63091,High Hopes,Panic! At The Disco,923224,2019-08-13
63092,Post Malone (feat. RANI),Sam Feldt,916871,2019-08-13
63093,"Go Loko (feat. Tyga, Jon Z)",YG,907761,2019-08-13
63094,Instagram,Dimitri Vegas & Like Mike,898706,2019-08-13
63095,Easier,5 Seconds of Summer,891321,2019-08-13
63096,Girls Like You (feat. Cardi B),Maroon 5,888935,2019-08-13
63097,Boy With Luv (feat. Halsey),BTS,886352,2019-08-13
63098,Let Me Down Slowly,Alec Benjamin,881552,2019-08-13
63099,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,875727,2019-08-13
63100,HP,Maluma,875129,2019-08-13
63101,The Git Up,Blanco Brown,863213,2019-08-13
63102,Si Supieras,Daddy Yankee,858853,2019-08-13
63103,comethru,Jeremy Zucker,847570,2019-08-13
63104,i love you,Billie Eilish,846773,2019-08-13
63105,Ritual,Tiësto,846308,2019-08-13
63106,Better,Khalid,843439,2019-08-13
63107,SICKO MODE,Travis Scott,842307,2019-08-13
63108,EARFQUAKE,"Tyler, The Creator",833421,2019-08-13
63109,Youngblood,5 Seconds of Summer,833291,2019-08-13
63110,MIDDLE CHILD,J. Cole,829071,2019-08-13
63111,i'm so tired...,Lauv,828038,2019-08-13
63112,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,825375,2019-08-13
63113,Baila Conmigo (feat. Kelly Ruiz),Dayvi,819532,2019-08-13
63114,Lucid Dreams,Juice WRLD,810475,2019-08-13
63115,Here With Me,Marshmello,810203,2019-08-13
63116,Right Back (feat. A Boogie Wit Da Hoodie),Khalid,809413,2019-08-13
63117,Be Alright,Dean Lewis,807549,2019-08-13
63118,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,801749,2019-08-13
63119,Ba,,800545,2019-08-13
63120,Paradise,Bazzi,800114,2019-08-13
63121,Perfect,Ed Sheeran,799765,2019-08-13
63122,Atrévete,Nicky Jam,784319,2019-08-13
63123,Say You Won't Let Go,James Arthur,780725,2019-08-13
63124,In My Mind,Dynoro,779761,2019-08-13
63125,Going Bad (feat. Drake),Meek Mill,779208,2019-08-13
63126,Rebota - Remix,Guaynaa,775319,2019-08-13
63127,2002,Anne-Marie,773782,2019-08-13
63128,Only Human,Jonas Brothers,773676,2019-08-13
63129,"break up with your girlfriend, i'm bored",Ariana Grande,772160,2019-08-13
63130,No Way!,Bazzi,772157,2019-08-13
63131,MIA (feat. Drake),Bad Bunny,766834,2019-08-13
63132,All For Us - from the HBO Original Series Euphoria,Labrinth,764602,2019-08-13
63133,SAD!,XXXTENTACION,763745,2019-08-13
63134,I Like Me Better,Lauv,762690,2019-08-13
63135,The Archer,Taylor Swift,761489,2019-08-13
63136,Don't Stop Me Now - Remastered,Queen,754658,2019-08-13
63137,Que Mas Pues - Remix,Sech,753160,2019-08-13
63138,So Am I,Ava Max,749668,2019-08-13
63139,Thunder,Imagine Dragons,738609,2019-08-13
63140,La Boca - Remix,Mau y Ricky,732132,2019-08-13
63141,Rodeo,Lil Nas X,729861,2019-08-13
63142,Too Good At Good,es,724438,2019-08-13
63143,Another One Bites The Dust - Remastered 2011,Queen,720954,2019-08-13
63144,On My Way,Alan Walker,707143,2019-08-13
63145,wish you were gay,Billie Eilish,695989,2019-08-13
63146,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,694810,2019-08-13
63147,Havana (feat. Young Thug),Camila Cabello,691239,2019-08-13
63148,Moonlight,XXXTENTACION,689388,2019-08-13
63149,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,684748,2019-08-13
63150,I Like It,Cardi B,684235,2019-08-13
63151,Who Do You Love,The Chainsmokers,682663,2019-08-13
63152,Sanguine Paradise,Lil Uzi Vert,682291,2019-08-13
63153,God's Plan,Drake,675773,2019-08-13
63154,Desconocidos,Mau y Ricky,674989,2019-08-13
63155,Something Just Like This,The Chainsmokers,674830,2019-08-13
63156,Pure Water (with Migos),Mustard,674644,2019-08-13
63157,Contra La Pared,Sean Paul,673756,2019-08-13
63158,Photograph,Ed Sheeran,671767,2019-08-13
63159,Bruises,Lewis Capaldi,665718,2019-08-13
63160,Secreto,Anuel AA,661507,2019-08-13
63161,Mother's Daughter,Miley Cyrus,660412,2019-08-13
63162,Kill This Love,BLACKPINK,656258,2019-08-13
63163,Closer,The Chainsmokers,654017,2019-08-13
63164,Lost In Japan,Shawn Mendes,652488,2019-08-13
63165,All of Me,John Legend,651799,2019-08-13
63166,Heaven,Avicii,650410,2019-08-13
63167,Body (feat. Brando),Loud Luxury,650289,2019-08-13
63168,Adan y Eva,Paulo Londra,649790,2019-08-13
63169,Jocelyn Flores,XXXTENTACION,647500,2019-08-13
63170,Wonderwall - Remastered,Oasis,647484,2019-08-13
63171,Africa,TOTO,646970,2019-08-13
63172,The Middle,Zedd,643833,2019-08-13
63173,Taste (feat. Offset),Tyga,639250,2019-08-13
63174,Drip Too Hard (Lil Ba,& Gunna),639226,2019-08-13
63175,CANGURO,WOS,636027,2019-08-13
63176,Goteo,Duki,635819,2019-08-13
63177,ocean eyes,Billie Eilish,635493,2019-08-13
63178,I'm Yours,Jason Mraz,633947,2019-08-13
63179,Te Soñé De Nuevo,Ozuna,631885,2019-08-13
63180,Murder On My Mind,YNW Melly,629277,2019-08-13
63181,Psycho (feat. Ty Dolla $ign),Post Malone,628224,2019-08-13
63182,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,627631,2019-08-13
63183,Under Pressure - Remastered,Queen,626963,2019-08-13
63184,My Type,Saweetie,624956,2019-08-13
63185,idontwannabeyouanymore,Billie Eilish,623260,2019-08-13
63186,you should see me in a crown,Billie Eilish,617153,2019-08-13
63187,Promises (with Sam Smith),Calvin Harris,616591,2019-08-13
63188,Get You The Moon (feat. Snøw),Kina,615732,2019-08-13
63189,Congratulations,Post Malone,610280,2019-08-13
63190,Take Me Back to London (feat. Stormzy),Ed Sheeran,608399,2019-08-13
63191,Every Breath You Take,The Police,607997,2019-08-13
63192,Eiskalt,Loredana,605787,2019-08-13
63193,Baila Baila Baila - Remix,Ozuna,605448,2019-08-13
63194,Always Remember Us This Way,Lady Gaga,602560,2019-08-13
63195,I Fall Apart,Post Malone,598924,2019-08-13
63196,Did It Again,Lil Tecca,597235,2019-08-13
63197,Daddy (feat. Rich The Kid),Blueface,596968,2019-08-13
63198,Tap (feat. Meek Mill),NAV,595751,2019-08-13
63199,Hot Shower,Chance the Rapper,593884,2019-08-13
63200,Señorita,Shawn Mendes,7042248,2019-08-14
63201,China,Anuel AA,4537298,2019-08-14
63202,Ransom,Lil Tecca,3803651,2019-08-14
63203,Good,es (Feat. Young Thug),3548999,2019-08-14
63204,Beautiful People (feat. Khalid),Ed Sheeran,3462900,2019-08-14
63205,I Don't Care (with Justin Bieber),Ed Sheeran,3425717,2019-08-14
63206,boyfriend (with Social House),Ariana Grande,3137073,2019-08-14
63207,How Do You Sleep?,Sam Smith,2999446,2019-08-14
63208,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,2885674,2019-08-14
63209,bad guy,Billie Eilish,2876807,2019-08-14
63210,Old Town Road - Remix,Lil Nas X,2865690,2019-08-14
63211,Callaita,Bad Bunny,2758797,2019-08-14
63212,Someone You Loved,Lewis Capaldi,2746843,2019-08-14
63213,No Guidance (feat. Drake),Chris Brown,2296202,2019-08-14
63214,Money In The Grave (Drake ft. Rick Ross),Drake,2236365,2019-08-14
63215,Otro Trago - Remix,Sech,2221098,2019-08-14
63216,LA CANCIÓN,J Balvin,2210107,2019-08-14
63217,Lalala,Y2K,2204698,2019-08-14
63218,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2145952,2019-08-14
63219,Dance Monkey,Tones and I,2099157,2019-08-14
63220,No Me Conoce - Remix,Jhay Cortez,2058312,2019-08-14
63221,Piece Of Your Heart,MEDUZA,2053862,2019-08-14
63222,Truth Hurts,Lizzo,2048769,2019-08-14
63223,Soltera - Remix,Lunay,1990401,2019-08-14
63224,Panini,Lil Nas X,1890378,2019-08-14
63225,bad guy (with Justin Bieber),Billie Eilish,1849792,2019-08-14
63226,If I Can't Have You,Shawn Mendes,1766488,2019-08-14
63227,It's You,Ali Gatie,1758575,2019-08-14
63228,QUE PRETENDES,J Balvin,1630917,2019-08-14
63229,Takeaway,The Chainsmokers,1620575,2019-08-14
63230,11 PM,Maluma,1594262,2019-08-14
63231,7 rings,Ariana Grande,1568074,2019-08-14
63232,Con Calma,Daddy Yankee,1553221,2019-08-14
63233,The London (feat. J. Cole & Travis Scott),Young Thug,1521269,2019-08-14
63234,Higher Love,Kygo,1493124,2019-08-14
63235,Sucker,Jonas Brothers,1472952,2019-08-14
63236,Shallow,Lady Gaga,1462378,2019-08-14
63237,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,1452003,2019-08-14
63238,Never Really Over,Katy Perry,1436638,2019-08-14
63239,Otro Trago,Sech,1433738,2019-08-14
63240,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,1398505,2019-08-14
63241,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,1389874,2019-08-14
63242,You Need To Calm Down,Taylor Swift,1381748,2019-08-14
63243,Talk (feat. Disclosure),Khalid,1379422,2019-08-14
63244,Tutu,Camilo,1372918,2019-08-14
63245,Con Altura,ROSALÍA,1369527,2019-08-14
63246,I.F.L.Y.,Bazzi,1359245,2019-08-14
63247,Happier,Marshmello,1315614,2019-08-14
63248,One Thing Right,Marshmello,1280457,2019-08-14
63249,Small Talk,Katy Perry,1265672,2019-08-14
63250,Rescue Me,OneRepublic,1203732,2019-08-14
63251,Te Robaré,Nicky Jam,1180651,2019-08-14
63252,Calma - Remix,Pedro Capó,1170505,2019-08-14
63253,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,1156425,2019-08-14
63254,Wow.,Post Malone,1153567,2019-08-14
63255,Suge,DaBa,1151802,2019-08-14
63256,Verte Ir,DJ Luian,1142983,2019-08-14
63257,lovely (with Khalid),Billie Eilish,1140171,2019-08-14
63258,SOS (feat. Aloe Blacc),Avicii,1125283,2019-08-14
63259,Old Town Road,Lil Nas X,1123389,2019-08-14
63260,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,1099029,2019-08-14
63261,when the party's over,Billie Eilish,1092816,2019-08-14
63262,Dancing With A Stranger (with Normani),Sam Smith,1089856,2019-08-14
63263,Without Me,Halsey,1079985,2019-08-14
63264,3 Nights,Dominic Fike,1063403,2019-08-14
63265,Don't Call Me Up,Mabel,1054826,2019-08-14
63266,Good As Hell,Lizzo,1051933,2019-08-14
63267,Bohemian Rhapsody - Remastered 2011,Queen,1037506,2019-08-14
63268,Si Se Da - Remix,Myke Towers,1032833,2019-08-14
63269,Antisocial (with Travis Scott),Ed Sheeran,1027680,2019-08-14
63270,Sweet but Psycho,Ava Max,1020510,2019-08-14
63271,Tal Vez,Paulo Londra,1019757,2019-08-14
63272,"thank u, next",Ariana Grande,1009136,2019-08-14
63273,rockstar (feat. 21 Savage),Post Malone,1008179,2019-08-14
63274,Eastside (with Halsey & Khalid),benny blanco,1001975,2019-08-14
63275,Pop Out (feat. Lil Tjay),Polo G,997797,2019-08-14
63276,Pa Mí - Remix,Dalex,996971,2019-08-14
63277,Runaway,Sebastian Yatra,993697,2019-08-14
63278,Hate Me (with Juice WRLD),Ellie Goulding,992022,2019-08-14
63279,Mad Love,Mabel,989308,2019-08-14
63280,Call You Mine,The Chainsmokers,972006,2019-08-14
63281,Shape of You,Ed Sheeran,961116,2019-08-14
63282,Believer,Imagine Dragons,951519,2019-08-14
63283,Time - Edit,NF,948104,2019-08-14
63284,Better Now,Post Malone,943087,2019-08-14
63285,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,942135,2019-08-14
63286,Post Malone (feat. RANI),Sam Feldt,941400,2019-08-14
63287,Cuaderno,Dalex,939334,2019-08-14
63288,Love Me,Lil Tecca,934145,2019-08-14
63289,All Around The World (La La La),R3HAB,934086,2019-08-14
63290,bury a friend,Billie Eilish,932508,2019-08-14
63291,Instagram,Dimitri Vegas & Like Mike,929769,2019-08-14
63292,High Hopes,Panic! At The Disco,921179,2019-08-14
63293,Bellacoso,Residente,910689,2019-08-14
63294,"Go Loko (feat. Tyga, Jon Z)",YG,908929,2019-08-14
63295,Let Me Down Slowly,Alec Benjamin,895326,2019-08-14
63296,Girls Like You (feat. Cardi B),Maroon 5,890626,2019-08-14
63297,HP,Maluma,885409,2019-08-14
63298,Boy With Luv (feat. Halsey),BTS,883182,2019-08-14
63299,Easier,5 Seconds of Summer,881637,2019-08-14
63300,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,874459,2019-08-14
63301,Baila Conmigo (feat. Kelly Ruiz),Dayvi,869136,2019-08-14
63302,The Git Up,Blanco Brown,864361,2019-08-14
63303,Right Back (feat. A Boogie Wit Da Hoodie),Khalid,863420,2019-08-14
63304,Si Supieras,Daddy Yankee,859009,2019-08-14
63305,Ba,,854744,2019-08-14
63306,comethru,Jeremy Zucker,852721,2019-08-14
63307,i love you,Billie Eilish,849622,2019-08-14
63308,SICKO MODE,Travis Scott,845769,2019-08-14
63309,Better,Khalid,845132,2019-08-14
63310,Youngblood,5 Seconds of Summer,841816,2019-08-14
63311,Ritual,Tiësto,841388,2019-08-14
63312,EARFQUAKE,"Tyler, The Creator",836235,2019-08-14
63313,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,835023,2019-08-14
63314,i'm so tired...,Lauv,833319,2019-08-14
63315,MIDDLE CHILD,J. Cole,829001,2019-08-14
63316,Lucid Dreams,Juice WRLD,813912,2019-08-14
63317,Be Alright,Dean Lewis,812427,2019-08-14
63318,Perfect,Ed Sheeran,805869,2019-08-14
63319,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,802141,2019-08-14
63320,Paradise,Bazzi,798829,2019-08-14
63321,Here With Me,Marshmello,798824,2019-08-14
63322,In My Mind,Dynoro,794492,2019-08-14
63323,Say You Won't Let Go,James Arthur,790068,2019-08-14
63324,Atrévete,Nicky Jam,783938,2019-08-14
63325,Only Human,Jonas Brothers,783134,2019-08-14
63326,2002,Anne-Marie,781930,2019-08-14
63327,Rebota - Remix,Guaynaa,781167,2019-08-14
63328,Going Bad (feat. Drake),Meek Mill,779703,2019-08-14
63329,MIA (feat. Drake),Bad Bunny,772798,2019-08-14
63330,Que Mas Pues - Remix,Sech,771197,2019-08-14
63331,"break up with your girlfriend, i'm bored",Ariana Grande,769125,2019-08-14
63332,I Like Me Better,Lauv,767771,2019-08-14
63333,Don't Stop Me Now - Remastered,Queen,762379,2019-08-14
63334,No Way!,Bazzi,760797,2019-08-14
63335,SAD!,XXXTENTACION,760231,2019-08-14
63336,All For Us - from the HBO Original Series Euphoria,Labrinth,750488,2019-08-14
63337,So Am I,Ava Max,745391,2019-08-14
63338,Thunder,Imagine Dragons,743358,2019-08-14
63339,Another One Bites The Dust - Remastered 2011,Queen,731703,2019-08-14
63340,La Boca - Remix,Mau y Ricky,729387,2019-08-14
63341,Too Good At Good,es,723995,2019-08-14
63342,Rodeo,Lil Nas X,722852,2019-08-14
63343,On My Way,Alan Walker,706434,2019-08-14
63344,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,705953,2019-08-14
63345,Havana (feat. Young Thug),Camila Cabello,703520,2019-08-14
63346,The Archer,Taylor Swift,699728,2019-08-14
63347,wish you were gay,Billie Eilish,699099,2019-08-14
63348,Sanguine Paradise,Lil Uzi Vert,694612,2019-08-14
63349,I Like It,Cardi B,693038,2019-08-14
63350,Moonlight,XXXTENTACION,691845,2019-08-14
63351,Contra La Pared,Sean Paul,691310,2019-08-14
63352,Who Do You Love,The Chainsmokers,690998,2019-08-14
63353,Goteo,Duki,688431,2019-08-14
63354,Something Just Like This,The Chainsmokers,682491,2019-08-14
63355,God's Plan,Drake,680854,2019-08-14
63356,Pure Water (with Migos),Mustard,680210,2019-08-14
63357,Desconocidos,Mau y Ricky,680178,2019-08-14
63358,Photograph,Ed Sheeran,675889,2019-08-14
63359,Secreto,Anuel AA,670088,2019-08-14
63360,Bruises,Lewis Capaldi,667168,2019-08-14
63361,Africa,TOTO,664577,2019-08-14
63362,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,663373,2019-08-14
63363,Closer,The Chainsmokers,662848,2019-08-14
63364,All of Me,John Legend,658781,2019-08-14
63365,Adan y Eva,Paulo Londra,657791,2019-08-14
63366,Wonderwall - Remastered,Oasis,656462,2019-08-14
63367,The Middle,Zedd,653806,2019-08-14
63368,Mother's Daughter,Miley Cyrus,653656,2019-08-14
63369,CANGURO,WOS,653468,2019-08-14
63370,Body (feat. Brando),Loud Luxury,649089,2019-08-14
63371,Taste (feat. Offset),Tyga,648305,2019-08-14
63372,Jocelyn Flores,XXXTENTACION,645796,2019-08-14
63373,Heaven,Avicii,644755,2019-08-14
63374,Lost In Japan,Shawn Mendes,643936,2019-08-14
63375,I'm Yours,Jason Mraz,639150,2019-08-14
63376,Under Pressure - Remastered,Queen,637790,2019-08-14
63377,Drip Too Hard (Lil Ba,& Gunna),637601,2019-08-14
63378,Kill This Love,BLACKPINK,636135,2019-08-14
63379,ocean eyes,Billie Eilish,634712,2019-08-14
63380,Te Soñé De Nuevo,Ozuna,633730,2019-08-14
63381,My Type,Saweetie,630506,2019-08-14
63382,Psycho (feat. Ty Dolla $ign),Post Malone,630402,2019-08-14
63383,Murder On My Mind,YNW Melly,629152,2019-08-14
63384,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,626466,2019-08-14
63385,idontwannabeyouanymore,Billie Eilish,623587,2019-08-14
63386,Promises (with Sam Smith),Calvin Harris,620226,2019-08-14
63387,you should see me in a crown,Billie Eilish,618794,2019-08-14
63388,Eiskalt,Loredana,616876,2019-08-14
63389,Every Breath You Take,The Police,616815,2019-08-14
63390,Did It Again,Lil Tecca,614161,2019-08-14
63391,Baila Baila Baila - Remix,Ozuna,614156,2019-08-14
63392,Get You The Moon (feat. Snøw),Kina,610691,2019-08-14
63393,Congratulations,Post Malone,610127,2019-08-14
63394,Always Remember Us This Way,Lady Gaga,607935,2019-08-14
63395,Tap (feat. Meek Mill),NAV,607314,2019-08-14
63396,Don't Stop Believin',Journey,606993,2019-08-14
63397,Ella Quiere Beber - Remix,Anuel AA,601453,2019-08-14
63398,I Fall Apart,Post Malone,601386,2019-08-14
63399,Si Se Da,Myke Towers,599698,2019-08-14
63400,Señorita,Shawn Mendes,6916437,2019-08-15
63401,China,Anuel AA,4428958,2019-08-15
63402,Ransom,Lil Tecca,3781152,2019-08-15
63403,Good,es (Feat. Young Thug),3534394,2019-08-15
63404,Beautiful People (feat. Khalid),Ed Sheeran,3415344,2019-08-15
63405,I Don't Care (with Justin Bieber),Ed Sheeran,3353944,2019-08-15
63406,boyfriend (with Social House),Ariana Grande,3081637,2019-08-15
63407,How Do You Sleep?,Sam Smith,2997104,2019-08-15
63408,bad guy,Billie Eilish,2841885,2019-08-15
63409,Old Town Road - Remix,Lil Nas X,2820628,2019-08-15
63410,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,2815213,2019-08-15
63411,Someone You Loved,Lewis Capaldi,2718365,2019-08-15
63412,Callaita,Bad Bunny,2702925,2019-08-15
63413,No Guidance (feat. Drake),Chris Brown,2309755,2019-08-15
63414,Lalala,Y2K,2232077,2019-08-15
63415,Money In The Grave (Drake ft. Rick Ross),Drake,2209874,2019-08-15
63416,Dance Monkey,Tones and I,2157620,2019-08-15
63417,LA CANCIÓN,J Balvin,2154289,2019-08-15
63418,Otro Trago - Remix,Sech,2154044,2019-08-15
63419,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2130166,2019-08-15
63420,Truth Hurts,Lizzo,2066536,2019-08-15
63421,No Me Conoce - Remix,Jhay Cortez,2013613,2019-08-15
63422,Piece Of Your Heart,MEDUZA,2013210,2019-08-15
63423,Soltera - Remix,Lunay,1959108,2019-08-15
63424,Panini,Lil Nas X,1862032,2019-08-15
63425,bad guy (with Justin Bieber),Billie Eilish,1845049,2019-08-15
63426,If I Can't Have You,Shawn Mendes,1741137,2019-08-15
63427,It's You,Ali Gatie,1721985,2019-08-15
63428,Takeaway,The Chainsmokers,1646769,2019-08-15
63429,QUE PRETENDES,J Balvin,1582224,2019-08-15
63430,11 PM,Maluma,1568481,2019-08-15
63431,7 rings,Ariana Grande,1558074,2019-08-15
63432,The London (feat. J. Cole & Travis Scott),Young Thug,1524862,2019-08-15
63433,Higher Love,Kygo,1520870,2019-08-15
63434,Con Calma,Daddy Yankee,1516694,2019-08-15
63435,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,1472143,2019-08-15
63436,Shallow,Lady Gaga,1433373,2019-08-15
63437,Sucker,Jonas Brothers,1432375,2019-08-15
63438,Never Really Over,Katy Perry,1413534,2019-08-15
63439,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,1408304,2019-08-15
63440,Tutu,Camilo,1403937,2019-08-15
63441,Otro Trago,Sech,1402214,2019-08-15
63442,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,1390622,2019-08-15
