,Title,Artist,Streams,Date
476,Sweet but Psycho,Ava Max,1024842,2018-10-04
477,Believer,Imagine Dragons,1023990,2018-10-04
478,Perfect,Ed Sheeran,1016032,2018-10-04
479,Yes Indeed,Lil Ba,1014967,2018-10-04
480,Happy Now,Zedd,1013992,2018-10-04
481,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,994458,2018-10-04
482,Clandestino,Shakira,988657,2018-10-04
483,lovely (with Khalid),Billie Eilish,986367,2018-10-04
484,Ya No Tiene Novio,Sebastian Yatra,980809,2018-10-04
485,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,978551,2018-10-04
486,Asesina,Brytiago,976864,2018-10-04
487,Havana (feat. Young Thug),Camila Cabello,957084,2018-10-04
488,IDGAF,Dua Lipa,956610,2018-10-04
489,Ocean (feat. Khalid),Martin Garrix,952020,2018-10-04
490,FRIENDS,Marshmello,949185,2018-10-04
491,Culpables,KAROL G,947171,2018-10-04
492,Leave Me Alone,Flipp Dinero,925933,2018-10-04
493,The Middle,Zedd,925696,2018-10-04
494,High On Life (feat. Bonn),Martin Garrix,921686,2018-10-04
495,The Ringer,Eminem,917513,2018-10-04
496,Thunder,Imagine Dragons,911664,2018-10-04
497,New Rules,Dua Lipa,909706,2018-10-04
498,SLOW DANCING IN THE DARK,Joji,908591,2018-10-04
499,Nevermind,Dennis Lloyd,907840,2018-10-04
500,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,902257,2018-10-04
501,Nice For What,Drake,898687,2018-10-04
502,I Like Me Better,Lauv,896088,2018-10-04
503,No Me Acuerdo,Thalía,895199,2018-10-04
504,Everybody Dies In Their Nightmares,XXXTENTACION,886821,2018-10-04
505,Say My Name,David Guetta,884508,2018-10-04
506,Born To Be Yours,Kygo,874529,2018-10-04
507,Toda - Remix,Alex Rose,870127,2018-10-04
508,Love Lies (with Normani),Khalid,866431,2018-10-04
509,All Girls Are The Same,Juice WRLD,861421,2018-10-04
510,Trip,Ella Mai,857918,2018-10-04
511,I'm a Mess,Bebe Rexha,857557,2018-10-04
512,Lean Wit Me,Juice WRLD,851497,2018-10-04
513,I Fall Apart,Post Malone,835159,2018-10-04
514,YOSEMITE,Travis Scott,834969,2018-10-04
515,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,828102,2018-10-04
516,Look At Me!,XXXTENTACION,818843,2018-10-04
517,Too Good At Good,es,813664,2018-10-04
518,XO Tour Llif3,Lil Uzi Vert,811071,2018-10-04
519,Look Alive (feat. Drake),BlocBoy JB,807007,2018-10-04
520,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,803183,2018-10-04
521,Fall,Eminem,795073,2018-10-04
522,Famous (feat. Reginae Carter),Lil Wayne,787486,2018-10-04
523,Lost In Japan - Remix,Shawn Mendes,785314,2018-10-04
524,La player (Bandolera),Zion & Lennox,775871,2018-10-04
525,Hipócrita,Anuel AA,774939,2018-10-04
526,"If I'm Lyin, I'm Flyin",Kodak Black,770491,2018-10-04
527,Dark Side Of The Moon (feat. Nicki Minaj),Lil Wayne,769726,2018-10-04
528,Darkside,Alan Walker,761113,2018-10-04
529,Want To,Dua Lipa,755198,2018-10-04
530,Say You Won't Let Go,James Arthur,752510,2018-10-04
531,Drew Barrymore,Bryce Vine,752469,2018-10-04
532,Me Niego (feat. Ozuna & Wisin),Reik,749314,2018-10-04
533,X - Remix,Nicky Jam,743931,2018-10-04
534,Happier,Ed Sheeran,738519,2018-10-04
535,Wasted (feat. Lil Uzi Vert),Juice WRLD,737674,2018-10-04
536,the remedy for a broken heart (why am I so in love),XXXTENTACION,732113,2018-10-04
537,Venom - Music From The Motion Picture,Eminem,729464,2018-10-04
538,REEL IT IN,Aminé,729227,2018-10-04
539,These Days,Rudimental,728402,2018-10-04
540,In My Blood,Shawn Mendes,725027,2018-10-04
541,All I Am,Jess Glynne,723336,2018-10-04
542,SWISH,Tyga,720413,2018-10-04
543,Blah Blah Blah,Armin van Buuren,719336,2018-10-04
544,There's No Way (feat. Julia Michaels),Lauv,715549,2018-10-04
545,Closer,The Chainsmokers,713577,2018-10-04
546,Self Care,Mac Miller,712728,2018-10-04
547,Sin (feat. Jaden Smith),Young Thug,712559,2018-10-04
548,Flames,David Guetta,707179,2018-10-04
549,Love No More,Loud Luxury,705682,2018-10-04
550,Dope Niggaz (feat. Snoop Dogg),Lil Wayne,705046,2018-10-04
551,Congratulations,Post Malone,700304,2018-10-04
552,Mine,Bazzi,690593,2018-10-04
553,What Lovers Do (feat. SZA),Maroon 5,689427,2018-10-04
554,OTW,Khalid,687979,2018-10-04
555,I'm Yours,Jason Mraz,685936,2018-10-04
556,HUMBLE.,Kendrick Lamar,685039,2018-10-04
557,Me Dijeron,Ozuna,684772,2018-10-04
558,Diamond Heart,Alan Walker,683435,2018-10-04
559,Not Alike (feat. Royce Da 5'9),Eminem,681462,2018-10-04
560,Hope,XXXTENTACION,678163,2018-10-04
561,Celoso,Lele Pons,675567,2018-10-04
562,8 Letters,Why Don't We,674318,2018-10-04
563,Unica,Ozuna,673861,2018-10-04
564,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,669405,2018-10-04
565,Young Dumb & Broke,Khalid,658893,2018-10-04
566,Call Out My Name,The Weeknd,650355,2018-10-04
567,Silence,Marshmello,643144,2018-10-04
568,Thinking out Loud,Ed Sheeran,642602,2018-10-04
569,Africa,TOTO,642270,2018-10-04
570,Don’t Matter To Me (with Michael Jackson),Drake,640882,2018-10-04
571,Open Letter,Lil Wayne,640708,2018-10-04
572,Ric Flair Drip (& Metro Boomin),Offset,640081,2018-10-04
573,X,Nicky Jam,639576,2018-10-04
574,Something Just Like This,The Chainsmokers,636813,2018-10-04
575,RAP DEVIL,Machine Gun Kelly,632512,2018-10-04
576,Photograph,Ed Sheeran,632394,2018-10-04
577,Wonderwall - Remastered,Oasis,631117,2018-10-04
578,Madura (feat. Bad Bunny),Cosculluela,630362,2018-10-04
579,Estamos Bien,Bad Bunny,627682,2018-10-04
580,Wolves,Selena Gomez,621326,2018-10-04
581,Mr. Brightside,The Killers,613989,2018-10-04
582,goosebumps,Travis Scott,608997,2018-10-04
583,Greatest,Eminem,605819,2018-10-04
584,Por Perro,Sebastian Yatra,603221,2018-10-04
585,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,603126,2018-10-04
586,Culpables,Manuel Turizo,601325,2018-10-04
587,Unforgettable,French Montana,593807,2018-10-04
588,All The Stars (with SZA),Kendrick Lamar,592901,2018-10-04
589,Whatever It Takes,Imagine Dragons,590864,2018-10-04
590,Remind Me to Forget,Kygo,589671,2018-10-04
591,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,584679,2018-10-04
592,You Say,Lauren Daigle,584245,2018-10-04
593,Mi Cama - Remix,KAROL G,582812,2018-10-04
594,Plug Walk,Rich The Kid,581226,2018-10-04
595,Chica Paranormal,Paulo Londra,575717,2018-10-04
596,Ibiza,Ozuna,574829,2018-10-04
597,Let You Down,NF,573725,2018-10-04
598,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,568001,2018-10-04
599,Feel It Still,Portugal. The Man,567661,2018-10-04
600,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4901070,2018-10-05
601,Happier,Marshmello,4279508,2018-10-05
602,I Love It (& Lil Pump),Kanye West,4239111,2018-10-05
603,Falling Down - Bonus Track,Lil Peep,3483141,2018-10-05
604,Promises (with Sam Smith),Calvin Harris,3284706,2018-10-05
605,Eastside (with Halsey & Khalid),benny blanco,3139445,2018-10-05
606,In My Mind,Dynoro,3126463,2018-10-05
607,SICKO MODE,Travis Scott,2806641,2018-10-05
608,In My Feelings,Drake,2757857,2018-10-05
609,Lucid Dreams,Juice WRLD,2654183,2018-10-05
610,Mona Lisa (feat. Kendrick Lamar),Lil Wayne,2589388,2018-10-05
611,Drip Too Hard (Lil Ba,& Gunna),2521699,2018-10-05
612,Without Me,Halsey,2519676,2018-10-05
613,STOOPID,6ix9ine,2510965,2018-10-05
614,Never Recover (Lil Ba,"& Gunna, Drake)",2457436,2018-10-05
615,Better,Khalid,2376382,2018-10-05
616,SAD!,XXXTENTACION,2337446,2018-10-05
617,Be Alright,Dean Lewis,2333838,2018-10-05
618,Moonlight,XXXTENTACION,2319706,2018-10-05
619,Girls Like You (feat. Cardi B),Maroon 5,2283360,2018-10-05
620,BEBE,6ix9ine,2258642,2018-10-05
621,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,2242443,2018-10-05
622,Electricity (with Dua Lipa),Silk City,2218117,2018-10-05
623,Lucky You (feat. Joyner Lucas),Eminem,2203457,2018-10-05
624,Vaina Loca,Ozuna,2196494,2018-10-05
625,Mo Bamba,Sheck Wes,2106576,2018-10-05
626,Taste (feat. Offset),Tyga,2037167,2018-10-05
627,Morph,Twenty One Pilots,2036823,2018-10-05
628,I Like It,Cardi B,2010414,2018-10-05
629,Natural,Imagine Dragons,1938022,2018-10-05
630,Better Now,Post Malone,1912988,2018-10-05
631,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,1869509,2018-10-05
632,Don't Cry (feat. XXXTENTACION),Lil Wayne,1722617,2018-10-05
633,Youngblood,5 Seconds of Summer,1715869,2018-10-05
634,Te Boté - Remix,Nio Garcia,1714015,2018-10-05
635,No Brainer,DJ Khaled,1671627,2018-10-05
636,Nonstop,Drake,1659184,2018-10-05
637,Solo (feat. Demi Lovato),Clean Bandit,1648591,2018-10-05
638,Beautiful (feat. Camila Cabello),Bazzi,1638756,2018-10-05
639,Killshot,Eminem,1623780,2018-10-05
640,Rise,Jonas Blue,1614743,2018-10-05
641,Wake Up in the Sky,Gucci Mane,1546497,2018-10-05
642,Thunderclouds,Sia,1535635,2018-10-05
643,Noticed,Lil Mosey,1535020,2018-10-05
644,breathin,Ariana Grande,1526166,2018-10-05
645,Jocelyn Flores,XXXTENTACION,1522761,2018-10-05
646,Shotgun,George Ezra,1521284,2018-10-05
647,God is a woman,Ariana Grande,1512835,2018-10-05
648,Body (feat. Brando),Loud Luxury,1495345,2018-10-05
649,Shallow,Lady Gaga,1489777,2018-10-05
650,No Es Justo,J Balvin,1487129,2018-10-05
651,Cuando Te Besé,Becky G,1477179,2018-10-05
652,One Kiss (with Dua Lipa),Calvin Harris,1474675,2018-10-05
653,Quiere Beber,Anuel AA,1439253,2018-10-05
654,Uproar,Lil Wayne,1438120,2018-10-05
655,Off White VLONE (Lil Ba,& Gunna feat. Lil Durk & NAV),1412363,2018-10-05
656,My Blood,Twenty One Pilots,1409335,2018-10-05
657,rockstar (feat. 21 Savage),Post Malone,1409067,2018-10-05
658,Chlorine,Twenty One Pilots,1403903,2018-10-05
659,Jackie Chan,Tiësto,1381154,2018-10-05
660,God's Plan,Drake,1357464,2018-10-05
661,Let It Fly (feat. Travis Scott),Lil Wayne,1343560,2018-10-05
662,High Hopes,Panic! At The Disco,1325759,2018-10-05
663,Good,e (feat. Nicki Minaj & Willy William),1322681,2018-10-05
664,Tints (feat. Kendrick Lamar),Anderson .Paak,1307892,2018-10-05
665,changes,XXXTENTACION,1299485,2018-10-05
666,no tears left to cry,Ariana Grande,1297798,2018-10-05
667,Sin Pijama,Becky G,1280068,2018-10-05
668,Let You Love Me,Rita Ora,1273965,2018-10-05
669,New Patek,Lil Uzi Vert,1264671,2018-10-05
670,Jumpsuit,Twenty One Pilots,1262506,2018-10-05
671,Business Is Business (Lil Ba,& Gunna),1262281,2018-10-05
672,Mala Mía,Maluma,1257042,2018-10-05
673,No Stylist,French Montana,1211455,2018-10-05
674,Shape of You,Ed Sheeran,1198706,2018-10-05
675,Smithereens,Twenty One Pilots,1181674,2018-10-05
676,What About Me (feat. Sosamann),Lil Wayne,1174765,2018-10-05
677,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,1171540,2018-10-05
678,Neon Gravestones,Twenty One Pilots,1161529,2018-10-05
679,Amigos Con Derechos,Reik,1161026,2018-10-05
680,2002,Anne-Marie,1148816,2018-10-05
681,Love Someone,Lukas Graham,1146049,2018-10-05
682,Psycho (feat. Ty Dolla $ign),Post Malone,1145938,2018-10-05
683,Fuck Love (feat. Trippie Redd),XXXTENTACION,1118776,2018-10-05
684,Sweet but Psycho,Ava Max,1102567,2018-10-05
685,Dedicate,Lil Wayne,1097171,2018-10-05
686,Yes Indeed,Lil Ba,1092436,2018-10-05
687,Ya No Tiene Novio,Sebastian Yatra,1083562,2018-10-05
688,The Hype,Twenty One Pilots,1082188,2018-10-05
689,Nico And The Niners,Twenty One Pilots,1075493,2018-10-05
690,Levitate,Twenty One Pilots,1063270,2018-10-05
691,Belly (Lil Ba,& Gunna),1059863,2018-10-05
692,Believer,Imagine Dragons,1056950,2018-10-05
693,Asesina,Brytiago,1047758,2018-10-05
694,REMEDY,Alesso,1041326,2018-10-05
695,Clandestino,Shakira,1029371,2018-10-05
696,Perfect,Ed Sheeran,1028867,2018-10-05
697,Happy Now,Zedd,1028201,2018-10-05
698,1999,Charli XCX,1011350,2018-10-05
699,FRIENDS,Marshmello,1010492,2018-10-05
700,Culpables,KAROL G,1005208,2018-10-05
701,Havana (feat. Young Thug),Camila Cabello,1001160,2018-10-05
702,Nummer unterdrückt,Bonez MC,999457,2018-10-05
703,Multi Millionaire (feat. Lil Uzi Vert),Lil Pump,997323,2018-10-05
704,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,995116,2018-10-05
705,IDGAF,Dua Lipa,983969,2018-10-05
706,500 PS,Bonez MC,979339,2018-10-05
707,STARGAZING,Travis Scott,978825,2018-10-05
708,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,970260,2018-10-05
709,Can't Be Broken,Lil Wayne,968450,2018-10-05
710,Cut My Lip,Twenty One Pilots,962033,2018-10-05
711,New Rules,Dua Lipa,961370,2018-10-05
712,Nevermind,Dennis Lloyd,957786,2018-10-05
713,Thunder,Imagine Dragons,956916,2018-10-05
714,Ocean (feat. Khalid),Martin Garrix,955292,2018-10-05
715,Deep End (Lil Ba,& Gunna),948736,2018-10-05
716,lovely (with Khalid),Billie Eilish,948162,2018-10-05
717,Bandito,Twenty One Pilots,944822,2018-10-05
718,No Me Acuerdo,Thalía,943864,2018-10-05
719,The Middle,Zedd,943767,2018-10-05
720,Nice For What,Drake,943492,2018-10-05
721,The Ringer,Eminem,935010,2018-10-05
722,Pet Cheetah,Twenty One Pilots,929684,2018-10-05
723,Kokain,Bonez MC,929113,2018-10-05
724,Leave Me Alone,Flipp Dinero,925755,2018-10-05
725,High On Life (feat. Bonn),Martin Garrix,924837,2018-10-05
726,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,919899,2018-10-05
727,Born To Be Yours,Kygo,910428,2018-10-05
728,Toda - Remix,Alex Rose,909088,2018-10-05
729,World Is Yours (Lil Ba,& Gunna),903590,2018-10-05
730,I Like Me Better,Lauv,901727,2018-10-05
731,Say My Name,David Guetta,883311,2018-10-05
732,Polaroid,Jonas Blue,879565,2018-10-05
733,All Girls Are The Same,Juice WRLD,876328,2018-10-05
734,Everybody Dies In Their Nightmares,XXXTENTACION,875039,2018-10-05
735,Love Lies (with Normani),Khalid,874830,2018-10-05
736,Lean Wit Me,Juice WRLD,873194,2018-10-05
737,Legend,Twenty One Pilots,867795,2018-10-05
738,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,862717,2018-10-05
739,Venom - Music From The Motion Picture,Eminem,862058,2018-10-05
740,I Am (Lil Ba,& Gunna),861888,2018-10-05
741,Underdog (Lil Ba,& Gunna),858217,2018-10-05
742,I'm a Mess,Bebe Rexha,854687,2018-10-05
743,Trip,Ella Mai,854291,2018-10-05
744,Look Alive (feat. Drake),BlocBoy JB,852271,2018-10-05
745,SLOW DANCING IN THE DARK,Joji,849919,2018-10-05
746,Look At Me!,XXXTENTACION,849524,2018-10-05
747,XO Tour Llif3,Lil Uzi Vert,836251,2018-10-05
748,Hipócrita,Anuel AA,833064,2018-10-05
749,I Fall Apart,Post Malone,832594,2018-10-05
750,La player (Bandolera),Zion & Lennox,828917,2018-10-05
751,Ja Mann!,Bonez MC,827630,2018-10-05
752,Close Friends (Lil Ba,& Gunna),824198,2018-10-05
753,Prominent,Bonez MC,816231,2018-10-05
754,There's No Way (feat. Julia Michaels),Lauv,809952,2018-10-05
755,Fall,Eminem,808456,2018-10-05
756,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,807242,2018-10-05
757,X - Remix,Nicky Jam,806096,2018-10-05
758,Leave The City,Twenty One Pilots,804008,2018-10-05
759,Kompanie,Bonez MC,801843,2018-10-05
760,Too Good At Good,es,794265,2018-10-05
761,Darkside,Alan Walker,789447,2018-10-05
762,REEL IT IN,Aminé,787900,2018-10-05
763,Me Niego (feat. Ozuna & Wisin),Reik,787683,2018-10-05
764,YOSEMITE,Travis Scott,784850,2018-10-05
765,My Jeans (Lil Ba,& Gunna feat. Young Thug),775468,2018-10-05
766,Blah Blah Blah,Armin van Buuren,763561,2018-10-05
767,Love No More,Loud Luxury,759601,2018-10-05
768,All I Am,Jess Glynne,759215,2018-10-05
769,Sin (feat. Jaden Smith),Young Thug,755498,2018-10-05
770,Want To,Dua Lipa,754407,2018-10-05
771,Drew Barrymore,Bryce Vine,752224,2018-10-05
772,These Days,Rudimental,749991,2018-10-05
773,Wasted (feat. Lil Uzi Vert),Juice WRLD,747819,2018-10-05
774,Closer,The Chainsmokers,745839,2018-10-05
775,SWISH,Tyga,741672,2018-10-05
776,Flames,David Guetta,738993,2018-10-05
777,Say You Won't Let Go,James Arthur,736247,2018-10-05
778,Lost In Japan - Remix,Shawn Mendes,731128,2018-10-05
779,Me Dijeron,Ozuna,729949,2018-10-05
780,Von ihnen gelernt,Bonez MC,721882,2018-10-05
781,Congratulations,Post Malone,721349,2018-10-05
782,Trust My Lonely,Alessia Cara,719621,2018-10-05
783,In My Blood,Shawn Mendes,719167,2018-10-05
784,Happier,Ed Sheeran,719008,2018-10-05
785,What Lovers Do (feat. SZA),Maroon 5,717781,2018-10-05
786,the remedy for a broken heart (why am I so in love),XXXTENTACION,715667,2018-10-05
787,Unica,Ozuna,714959,2018-10-05
788,"If I'm Lyin, I'm Flyin",Kodak Black,713543,2018-10-05
789,I'm Yours,Jason Mraz,712177,2018-10-05
790,HUMBLE.,Kendrick Lamar,711612,2018-10-05
791,X,Nicky Jam,705564,2018-10-05
792,Celoso,Lele Pons,700699,2018-10-05
793,Africa,TOTO,698956,2018-10-05
794,Famous (feat. Reginae Carter),Lil Wayne,692751,2018-10-05
795,Dark Side Of The Moon (feat. Nicki Minaj),Lil Wayne,691514,2018-10-05
796,Self Care,Mac Miller,691340,2018-10-05
797,Mine,Bazzi,691307,2018-10-05
798,OTW,Khalid,687021,2018-10-05
799,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,686049,2018-10-05
800,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4809871,2018-10-06
801,Happier,Marshmello,4012507,2018-10-06
802,I Love It (& Lil Pump),Kanye West,3928566,2018-10-06
803,Falling Down - Bonus Track,Lil Peep,3173571,2018-10-06
804,Promises (with Sam Smith),Calvin Harris,3155439,2018-10-06
805,In My Mind,Dynoro,2974989,2018-10-06
806,Eastside (with Halsey & Khalid),benny blanco,2858149,2018-10-06
807,In My Feelings,Drake,2710658,2018-10-06
808,SICKO MODE,Travis Scott,2589355,2018-10-06
809,Lucid Dreams,Juice WRLD,2502501,2018-10-06
810,Better,Khalid,2259379,2018-10-06
811,Vaina Loca,Ozuna,2221445,2018-10-06
812,BEBE,6ix9ine,2197353,2018-10-06
813,SAD!,XXXTENTACION,2193102,2018-10-06
814,Drip Too Hard (Lil Ba,& Gunna),2187303,2018-10-06
815,Girls Like You (feat. Cardi B),Maroon 5,2171050,2018-10-06
816,Moonlight,XXXTENTACION,2160766,2018-10-06
817,Be Alright,Dean Lewis,2146660,2018-10-06
818,STOOPID,6ix9ine,2112880,2018-10-06
819,Mona Lisa (feat. Kendrick Lamar),Lil Wayne,2057543,2018-10-06
820,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,2041716,2018-10-06
821,Without Me,Halsey,2016886,2018-10-06
822,Electricity (with Dua Lipa),Silk City,2005170,2018-10-06
823,I Like It,Cardi B,1945550,2018-10-06
824,Mo Bamba,Sheck Wes,1934036,2018-10-06
825,Taste (feat. Offset),Tyga,1890269,2018-10-06
826,Never Recover (Lil Ba,"& Gunna, Drake)",1874002,2018-10-06
827,Lucky You (feat. Joyner Lucas),Eminem,1837815,2018-10-06
828,Natural,Imagine Dragons,1789369,2018-10-06
829,Better Now,Post Malone,1776547,2018-10-06
830,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,1760864,2018-10-06
831,Te Boté - Remix,Nio Garcia,1737060,2018-10-06
832,Solo (feat. Demi Lovato),Clean Bandit,1555976,2018-10-06
833,Youngblood,5 Seconds of Summer,1552412,2018-10-06
834,Shallow,Lady Gaga,1551560,2018-10-06
835,Nonstop,Drake,1542806,2018-10-06
836,Rise,Jonas Blue,1538709,2018-10-06
837,Beautiful (feat. Camila Cabello),Bazzi,1519812,2018-10-06
838,No Es Justo,J Balvin,1511451,2018-10-06
839,Cuando Te Besé,Becky G,1496130,2018-10-06
840,Shotgun,George Ezra,1489324,2018-10-06
841,No Brainer,DJ Khaled,1463277,2018-10-06
842,Quiere Beber,Anuel AA,1448982,2018-10-06
843,God is a woman,Ariana Grande,1414643,2018-10-06
844,Thunderclouds,Sia,1409928,2018-10-06
845,Noticed,Lil Mosey,1409732,2018-10-06
846,Body (feat. Brando),Loud Luxury,1403019,2018-10-06
847,Jocelyn Flores,XXXTENTACION,1397534,2018-10-06
848,One Kiss (with Dua Lipa),Calvin Harris,1396874,2018-10-06
849,breathin,Ariana Grande,1387318,2018-10-06
850,Wake Up in the Sky,Gucci Mane,1386507,2018-10-06
851,Don't Cry (feat. XXXTENTACION),Lil Wayne,1359726,2018-10-06
852,Killshot,Eminem,1356178,2018-10-06
853,God's Plan,Drake,1315818,2018-10-06
854,rockstar (feat. 21 Savage),Post Malone,1314213,2018-10-06
855,Sin Pijama,Becky G,1312166,2018-10-06
856,Morph,Twenty One Pilots,1304460,2018-10-06
857,Jackie Chan,Tiësto,1292548,2018-10-06
858,Mala Mía,Maluma,1284362,2018-10-06
859,Let You Love Me,Rita Ora,1248090,2018-10-06
860,Good,e (feat. Nicki Minaj & Willy William),1210985,2018-10-06
861,changes,XXXTENTACION,1202545,2018-10-06
862,High Hopes,Panic! At The Disco,1199817,2018-10-06
863,no tears left to cry,Ariana Grande,1173796,2018-10-06
864,Uproar,Lil Wayne,1147128,2018-10-06
865,Amigos Con Derechos,Reik,1135295,2018-10-06
866,Shape of You,Ed Sheeran,1117756,2018-10-06
867,Ya No Tiene Novio,Sebastian Yatra,1115391,2018-10-06
868,New Patek,Lil Uzi Vert,1111597,2018-10-06
869,My Blood,Twenty One Pilots,1106118,2018-10-06
870,Chlorine,Twenty One Pilots,1097275,2018-10-06
871,2002,Anne-Marie,1079066,2018-10-06
872,Venom - Music From The Motion Picture,Eminem,1069219,2018-10-06
873,Asesina,Brytiago,1059983,2018-10-06
874,Love Someone,Lukas Graham,1052182,2018-10-06
875,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,1051967,2018-10-06
876,Psycho (feat. Ty Dolla $ign),Post Malone,1042540,2018-10-06
877,No Stylist,French Montana,1038016,2018-10-06
878,Sweet but Psycho,Ava Max,1036768,2018-10-06
879,Let It Fly (feat. Travis Scott),Lil Wayne,1030570,2018-10-06
880,Clandestino,Shakira,1014024,2018-10-06
881,Fuck Love (feat. Trippie Redd),XXXTENTACION,1009620,2018-10-06
882,Believer,Imagine Dragons,1007110,2018-10-06
883,Havana (feat. Young Thug),Camila Cabello,974858,2018-10-06
884,Yes Indeed,Lil Ba,974844,2018-10-06
885,FRIENDS,Marshmello,972953,2018-10-06
886,No Me Acuerdo,Thalía,969918,2018-10-06
887,Happy Now,Zedd,962745,2018-10-06
888,Culpables,KAROL G,962048,2018-10-06
889,Perfect,Ed Sheeran,959610,2018-10-06
890,What About Me (feat. Sosamann),Lil Wayne,934215,2018-10-06
891,IDGAF,Dua Lipa,928776,2018-10-06
892,REMEDY,Alesso,922957,2018-10-06
893,Thunder,Imagine Dragons,918019,2018-10-06
894,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,916365,2018-10-06
